occupation,category,median_pay,num_jobs,outlook_pct,education,work_experience,training,description,url,ai_score,ai_reasoning
Firefighters,Protective Service,59530,344900,3,"60,360",None,Long-term on-the-job training,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/protective-service/firefighters.htm,2,"Emergency response requiring physical presence, courage, and real-time decision-making in dangerous environments."
Police and Detectives,Protective Service,77270,826800,3,"64,430",See How to Become One,Moderate-term on-the-job training,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/protective-service/police-and-detectives.htm,3,"Physical enforcement, investigations, and community interaction. AI aids analysis but core work is in-person."
Private Detectives and Investigators,Protective Service,52370,43600,6,"74,140",Less than 5 years,Moderate-term on-the-job training,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/protective-service/private-detectives-and-investigators.htm,5,Physical surveillance combined with digital research and analysis.
Security Guards and Gambling Surveillance Officers,Protective Service,38390,1272400,0,"$44,090",See How to Become One,See How to Become One,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/protective-service/security-guards.htm,3,Physical presence and surveillance. AI can assist with monitoring but guards provide physical deterrence.
Advertising Sales Agents,Sales,61460,103700,-6,High school diploma or equivalent,None,Moderate-term on-the-job training,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/sales/advertising-sales-agents.htm,6,Sales outreach and campaign planning are partially automatable. Relationship selling is not.
Cashiers,Sales,31190,3157200,-10,No formal educational credential,None,Short-term on-the-job training,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/sales/cashiers.htm,7,Self-checkout and automated payment systems are already replacing many cashier functions. Routine transaction processing.
Insurance Sales Agents,Sales,60370,568800,4,High school diploma or equivalent,None,Moderate-term on-the-job training,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/sales/insurance-sales-agents.htm,6,"Policy comparison, quoting, and documentation are automatable. Relationship selling provides some protection."
Models,Sales,89990,6700,-1,20.82,None,None,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/sales/models.htm,5,"Physical appearance is the product, but AI-generated imagery is an emerging competitive threat."
Real Estate Brokers and Sales Agents,Sales,58960,532200,3,High school diploma or equivalent,See How to Become One,See How to Become One,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/sales/real-estate-brokers-and-sales-agents.htm,5,"Property showings require physical presence, but listing, marketing, and paperwork are automatable."
Retail Sales Workers,Sales,34730,4208800,0,No formal educational credential,None,See How to Become One,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/sales/retail-sales-workers.htm,4,Mix of in-person customer interaction and routine tasks. E-commerce reduces need but in-store experience remains.
Sales Engineers,Sales,121520,56800,5,Bachelor's degree,None,Moderate-term on-the-job training,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/sales/sales-engineers.htm,5,Technical sales requiring product demonstrations. Technical knowledge delivery is AI-assistable.
"Securities, Commodities, and Financial Services Sales Agents",Sales,78140,514500,3,Bachelor's degree,None,Moderate-term on-the-job training,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/sales/securities-commodities-and-financial-services-sales-agents.htm,6,"Trading and financial product sales. Algorithmic trading reduces need, but client relationships persist."
Travel Agents,Sales,48450,65700,2,High school diploma or equivalent,None,Moderate-term on-the-job training,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/sales/travel-agents.htm,7,Trip planning and booking are heavily automatable by AI and online platforms.
Wholesale and Manufacturing Sales Representatives,Sales,74100,1613600,1,See How to Become One,None,Moderate-term on-the-job training,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/sales/wholesale-and-manufacturing-sales-representatives.htm,5,Product knowledge and relationship selling. AI assists with prospecting and data analysis.
Air Traffic Controllers,Transportation And Material Moving,144580,24100,1,Associate's degree,None,Long-term on-the-job training,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/transportation-and-material-moving/air-traffic-controllers.htm,5,Real-time coordination requiring intense focus. AI can assist but human oversight critical for safety.
Airline and Commercial Pilots,Transportation And Material Moving,198100,155400,4,See How to Become One,See How to Become One,Moderate-term on-the-job training,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/transportation-and-material-moving/airline-and-commercial-pilots.htm,4,Physical operation of aircraft. Automation handles much cruise flight but takeoff/landing and emergencies need humans.
Bus Drivers,Transportation And Material Moving,48370,546100,1,"$63,140",None,See How to Become One,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/transportation-and-material-moving/bus-drivers.htm,3,Physical operation of vehicles. Autonomous driving technology is advancing but not yet replacing most bus routes.
Delivery Truck Drivers and Driver/Sales Workers,Transportation And Material Moving,42770,1531300,8,High school diploma or equivalent,None,Short-term on-the-job training,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/transportation-and-material-moving/delivery-truck-drivers-and-driver-sales-workers.htm,3,Physical driving and delivery requiring navigation of real-world environments.
Flight Attendants,Transportation And Material Moving,67130,130800,9,High school diploma or equivalent,Less than 5 years,Moderate-term on-the-job training,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/transportation-and-material-moving/flight-attendants.htm,2,In-person safety and service aboard aircraft. Requires physical presence.
Hand Laborers and Material Movers,Transportation And Material Moving,37680,6950000,4,No formal educational credential,None,Short-term on-the-job training,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/transportation-and-material-moving/hand-laborers-and-material-movers.htm,2,Physical movement of materials. Requires manual labor in real-world environments.
Heavy and Tractor-trailer Truck Drivers,Transportation And Material Moving,57440,2235100,4,Postsecondary nondegree award,None,Short-term on-the-job training,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/transportation-and-material-moving/heavy-and-tractor-trailer-truck-drivers.htm,4,"Autonomous driving technology poses medium-term threat, but current work is physical operation."
Material Moving Machine Operators,Transportation And Material Moving,46620,867700,1,See How to Become One,See How to Become One,See How to Become One,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/transportation-and-material-moving/material-moving-machine-operators.htm,3,Physical operation of machinery. Automation advancing but not yet widespread.
Railroad Workers,Transportation And Material Moving,75680,77900,1,"$78,050",See How to Become One,Moderate-term on-the-job training,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/transportation-and-material-moving/railroad-occupations.htm,3,Physical operation and maintenance of railroad equipment.
"Taxi Drivers, Shuttle Drivers, and Chauffeurs",Transportation And Material Moving,36660,447900,9,"$39,390",None,Short-term on-the-job training,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/transportation-and-material-moving/taxi-drivers-and-chauffeurs.htm,4,"Autonomous vehicle technology poses threat, but current work is physical driving."
Water Transportation Workers,Transportation And Material Moving,66490,84300,1,See How to Become One,See How to Become One,See How to Become One,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/transportation-and-material-moving/water-transportation-occupations.htm,3,Physical operation of watercraft.
